# Onboard parameters for system MAV 001
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
1	50	MC_ATTRATE_P	                     0.09	9
1	50	MC_ATT_D	                        0	9
1	50	MC_ATT_I	                        0	9
1	50	MC_ATT_P	                      6.8	9
1	50	MC_YAWPOS_D	                        0	9
1	50	MC_YAWPOS_I	                     0.15	9
1	50	MC_YAWPOS_P	                        2	9
1	50	MC_YAWRATE_D	                    0.005	9
1	50	MC_YAWRATE_I	                      0.2	9
1	50	MC_YAWRATE_P	                      0.3	9
1	50	MPC_THR_MAX	                      0.8	9
1	50	MPC_THR_MIN	                      0.2	9
1	50	MPC_TILT_MAX	                      0.5	9
1	50	MPC_XY_D	                        0	9
1	50	MPC_XY_P	                      0.5	9
1	50	MPC_XY_VEL_D	                        0	9
1	50	MPC_XY_VEL_I	                        0	9
1	50	MPC_XY_VEL_MAX	                        5	9
1	50	MPC_XY_VEL_P	                      0.2	9
1	50	MPC_Z_D	                        0	9
1	50	MPC_Z_P	                        1	9
1	50	MPC_Z_VEL_D	                        0	9
1	50	MPC_Z_VEL_I	                        0	9
1	50	MPC_Z_VEL_MAX	                        3	9
1	50	MPC_Z_VEL_P	                      0.1	9
1	50	NAV_DUMMY	                        0	9
1	50	NAV_TAKEOFF_ALT	                        5	9
1	50	NAV_TAKEOFF_GAP	                        3	9
1	50	RC10_DZ	                        0	9
1	50	RC10_MAX	                     2155	9
1	50	RC10_MIN	                      875	9
1	50	RC10_REV	                        1	9
1	50	RC10_TRIM	                     1515	9
1	50	RC11_DZ	                        0	9
1	50	RC11_MAX	                     2155	9
1	50	RC11_MIN	                      875	9
1	50	RC11_REV	                        1	9
1	50	RC11_TRIM	                     1515	9
1	50	RC12_DZ	                        0	9
1	50	RC12_MAX	                     1935	9
1	50	RC12_MIN	                     1095	9
1	50	RC12_REV	                        1	9
1	50	RC12_TRIM	                     1515	9
1	50	RC13_DZ	                        0	9
1	50	RC13_MAX	                     2000	9
1	50	RC13_MIN	                     1000	9
1	50	RC13_REV	                        1	9
1	50	RC13_TRIM	                     1500	9
1	50	RC14_DZ	                        0	9
1	50	RC14_MAX	                     2000	9
1	50	RC14_MIN	                     1000	9
1	50	RC14_REV	                        1	9
1	50	RC14_TRIM	                     1500	9
1	50	RC15_DZ	                        0	9
1	50	RC15_MAX	                     2000	9
1	50	RC15_MIN	                     1000	9
1	50	RC15_REV	                        1	9
1	50	RC15_TRIM	                     1500	9
1	50	RC16_DZ	                        0	9
1	50	RC16_MAX	                     2000	9
1	50	RC16_MIN	                     1000	9
1	50	RC16_REV	                        1	9
1	50	RC16_TRIM	                     1500	9
1	50	RC17_DZ	                        0	9
1	50	RC17_MAX	                     2000	9
1	50	RC17_MIN	                     1000	9
1	50	RC17_REV	                        1	9
1	50	RC17_TRIM	                     1500	9
1	50	RC18_DZ	                        0	9
1	50	RC18_MAX	                     2000	9
1	50	RC18_MIN	                     1000	9
1	50	RC18_REV	                        1	9
1	50	RC18_TRIM	                     1500	9
1	50	RC1_DZ	                       10	9
1	50	RC1_MAX	                     2155	9
1	50	RC1_MIN	                      875	9
1	50	RC1_REV	                        1	9
1	50	RC1_TRIM	                     1515	9
1	50	RC2_DZ	                       10	9
1	50	RC2_MAX	                     2155	9
1	50	RC2_MIN	                      875	9
1	50	RC2_REV	                       -1	9
1	50	RC2_TRIM	                     1515	9
1	50	RC3_DZ	                       10	9
1	50	RC3_MAX	                     2155	9
1	50	RC3_MIN	                      875	9
1	50	RC3_REV	                        1	9
1	50	RC3_TRIM	                     1515	9
1	50	RC4_DZ	                       10	9
1	50	RC4_MAX	                     2155	9
1	50	RC4_MIN	                      875	9
1	50	RC4_REV	                        1	9
1	50	RC4_TRIM	                     1515	9
1	50	RC5_DZ	                       10	9
1	50	RC5_MAX	                     1935	9
1	50	RC5_MIN	                     1095	9
1	50	RC5_REV	                        1	9
1	50	RC5_TRIM	                     1515	9
1	50	RC6_DZ	                       10	9
1	50	RC6_MAX	                     1935	9
1	50	RC6_MIN	                     1095	9
1	50	RC6_REV	                        1	9
1	50	RC6_TRIM	                     1515	9
1	50	RC7_DZ	                       10	9
1	50	RC7_MAX	                     2155	9
1	50	RC7_MIN	                      875	9
1	50	RC7_REV	                        1	9
1	50	RC7_TRIM	                     1515	9
1	50	RC8_DZ	                       10	9
1	50	RC8_MAX	                     2155	9
1	50	RC8_MIN	                      875	9
1	50	RC8_REV	                        1	9
1	50	RC8_TRIM	                     1515	9
1	50	RC9_DZ	                        0	9
1	50	RC9_MAX	                     2155	9
1	50	RC9_MIN	                      875	9
1	50	RC9_REV	                        1	9
1	50	RC9_TRIM	                     1515	9
1	50	RC_DSM_BIND	-1	6
1	50	RC_FS_CH	0	6
1	50	RC_FS_MODE	0	6
1	50	RC_FS_THR	                      800	9
1	50	RC_MAP_ASSIST_SW	6	6
1	50	RC_MAP_AUX1	0	6
1	50	RC_MAP_AUX2	0	6
1	50	RC_MAP_AUX3	0	6
1	50	RC_MAP_FLAPS	0	6
1	50	RC_MAP_MISSIO_SW	0	6
1	50	RC_MAP_MODE_SW	5	6
1	50	RC_MAP_PITCH	2	6
1	50	RC_MAP_RETURN_SW	0	6
1	50	RC_MAP_ROLL	1	6
1	50	RC_MAP_THROTTLE	3	6
1	50	RC_MAP_YAW	4	6
1	50	RC_RL1_DSM_VCC	0	6
1	50	RC_SCALE_PITCH	                        1	9
1	50	RC_SCALE_ROLL	                        1	9
1	50	RC_SCALE_YAW	                        2	9
1	50	SENS_ACC_XOFF	                 0.152397	9
1	50	SENS_ACC_XSCALE	                  1.00025	9
1	50	SENS_ACC_YOFF	                -0.187939	9
1	50	SENS_ACC_YSCALE	                 0.990677	9
1	50	SENS_ACC_ZOFF	                -0.319064	9
1	50	SENS_ACC_ZSCALE	                 0.979634	9
1	50	SENS_BOARD_ROT	0	6
1	50	SENS_DPRES_ANA	0	6
1	50	SENS_DPRES_OFF	                        0	9
1	50	SENS_EXT_MAG_ROT	0	6
1	50	SENS_GYRO_XOFF	               0.00207822	9
1	50	SENS_GYRO_XSCALE	                        1	9
1	50	SENS_GYRO_YOFF	               0.00897288	9
1	50	SENS_GYRO_YSCALE	                        1	9
1	50	SENS_GYRO_ZOFF	               0.00189951	9
1	50	SENS_GYRO_ZSCALE	                        1	9
1	50	SENS_MAG_XOFF	                -0.338973	9
1	50	SENS_MAG_XSCALE	                  0.93495	9
1	50	SENS_MAG_YOFF	                 0.110648	9
1	50	SENS_MAG_YSCALE	                 0.897488	9
1	50	SENS_MAG_ZOFF	               -0.0412698	9
1	50	SENS_MAG_ZSCALE	                 0.915196	9
1	50	SO3_COMP_KI	                     0.05	9
1	50	SO3_COMP_KP	                        1	9
1	50	SO3_PITCH_OFFS	                        0	9
1	50	SO3_ROLL_OFFS	                        0	9
1	50	SO3_YAW_OFFS	                        0	9
1	50	SYS_AUTOCONFIG	0	6
1	50	SYS_AUTOSTART	100	6
1	50	TEST_D	                     0.01	9
1	50	TEST_DEV	                        2	9
1	50	TEST_D_LP	                       10	9
1	50	TEST_HP	                       10	9
1	50	TEST_I	                      0.1	9
1	50	TEST_I_MAX	                        1	9
1	50	TEST_LP	                       10	9
1	50	TEST_MAX	                        1	9
1	50	TEST_MEAN	                        1	9
1	50	TEST_MIN	                       -1	9
1	50	TEST_P	                      0.2	9
1	50	TEST_TRIM	                      0.5	9
1	50	TRIM_PITCH	                        0	9
1	50	TRIM_ROLL	                        0	9
1	50	TRIM_YAW	                        0	9
1	50	TWISTANGLE_D	                        0	9
1	50	TWISTANGLE_I	                        0	9
1	50	TWISTANGLE_INT_L	                        0	9
1	50	TWISTANGLE_P	                        1	9
1	50	test	305419896	6
